NombrePlan,ModalidadAtencion,TipoPlan,AmplitudCobertura,PrestacionesRestringidas,Comercializacion,ValorPlan,Copago,Modalidad,GrupoSocioeconomico,GrupoObjetivo,RegionComercializacion,FechaInicioPlan,FechaInfo,CodigoPlan,CodigoIsapre,LineaPlan,Ajusteanual,ModalidadTope,Topeanual,Cobertura parto,Cobertura honorarios,Cobertura copago,ValorCLP,%Cotizacion,Sobre7,ano_mes_inicio,tipo_valor
FUNDACION S2,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,25,No Comercializado,2.22,NO TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2004-08-01,2020-07-01,S2,76,Z,0.0,UF,1500.0,True,True,False,82140.0,0.08214,True,2004-08,económico
FUNDACION S4,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,25,No Comercializado,2.82,NO TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2004-08-01,2020-07-01,S4,76,Z,0.0,UF,2000.0,True,True,False,104340.0,0.10434,True,2004-08,caro
FUNDACION S5,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,25,No Comercializado,3.02,NO TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2004-08-01,2020-07-01,S5,76,Z,0.0,UF,2000.0,True,True,False,111740.0,0.11174,True,2004-08,caro
OMEGA_F01,PRESTADOR PREFERENTE,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,235,No Comercializado,1.66,NO TIENE COPAGO FIJO,UF,SIN GRUPO,OTRO GRUPO OBJETIVO NO ESPECIFICADO,Nacional,2015-06-01,2020-07-01,SMF01,76,SANTA MARIA,0.0,UF,1750.0,True,True,False,61420.0,0.06142,False,2015-06,económico
ALPHA_P01-2,PRESTADOR PREFERENTE,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,235,No Comercializado,1.25,NO TIENE COPAGO FIJO,UF,SIN GRUPO,TRABAJADORES DE UNA MISMA EMPRESA,Nacional,2015-06-01,2020-07-01,SMP01-2,76,SANTA MARIA,0.0,UF,1580.0,True,True,False,46250.0,0.04625,False,2015-06,económico
ALPHA_P03,PRESTADOR PREFERENTE,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,235,No Comercializado,1.33,NO TIENE COPAGO FIJO,UF,SIN GRUPO,TRABAJADORES DE UNA MISMA EMPRESA,Nacional,2015-06-01,2020-07-01,SMP03,76,SANTA MARIA,0.0,UF,1900.0,True,True,False,49210.0,0.04921,False,2015-06,económico
ALPHA_R03-2,PRESTADOR PREFERENTE,GRUPAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,235,No Comercializado,1.54,NO TIENE COPAGO FIJO,UF,SIN GRUPO,OTRO GRUPO OBJETIVO NO ESPECIFICADO,Nacional,2015-06-01,2020-07-01,SMR03-2,76,SANTA MARIA,0.0,UF,1710.0,True,True,False,56980.0,0.05698,False,2015-06,económico
LIHN 100-1,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,25,No Comercializado,1.09,NO TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2004-03-01,2020-07-01,TNB1-1,76,Z,0.0,UF,1000.0,True,True,False,40330.0,0.04033,False,2004-03,económico
LIHN 1000-1,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,25,No Comercializado,2.59,NO TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2015-02-01,2020-07-01,TNB10-1,76,Z,0.0,UF,1900.0,True,True,False,95830.0,0.09583,True,2015-02,caro
LIHN 1500-1,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,25,No Comercializado,4.16,NO TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2015-02-01,2020-07-01,TNB15-1,76,Z,0.0,UF,2400.0,True,True,False,153920.0,0.15392,True,2015-02,caro
LIHN 200-1,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,25,No Comercializado,1.21,NO TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2015-02-01,2020-07-01,TNB2-1,76,Z,0.0,UF,1100.0,True,True,False,44770.0,0.04477,False,2015-02,económico
LIHN 300,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,25,No Comercializado,1.33,NO TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2004-03-01,2020-07-01,TNB3,76,Z,0.0,UF,1200.0,True,True,False,49210.0,0.04921,False,2004-03,económico
LIHN 400-1,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,25,No Comercializado,1.46,NO TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2015-02-01,2020-07-01,TNB4-1,76,Z,0.0,UF,1300.0,True,True,False,54020.0,0.05402,False,2015-02,económico
LIHN 500,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,25,No Comercializado,1.61,NO TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2004-03-01,2020-07-01,TNB5,76,Z,0.0,UF,1400.0,True,True,False,59570.0,0.05957,False,2004-03,económico
LIHN 500-1,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,25,No Comercializado,1.61,NO TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2015-02-01,2020-07-01,TNB5-1,76,Z,0.0,UF,1400.0,True,True,False,59570.0,0.05957,False,2015-02,económico
LIHN 600,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,25,No Comercializado,1.76,NO TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2004-06-01,2020-07-01,TNB6,76,Z,0.0,UF,1500.0,True,True,False,65120.0,0.06512,False,2004-06,económico
LIHN 600-1,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,25,No Comercializado,1.76,NO TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2015-02-01,2020-07-01,TNB6-1,76,Z,0.0,UF,1500.0,True,True,False,65120.0,0.06512,False,2015-02,económico
LIHN 700-1,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,25,No Comercializado,1.94,NO TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2015-02-01,2020-07-01,TNB7-1,76,Z,0.0,UF,1600.0,True,True,False,71780.0,0.07178,True,2015-02,económico
LIHN 800-1,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,25,No Comercializado,2.14,NO TIENE COPAGO FIJO,UF,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2015-02-01,2020-07-01,TNB8-1,76,Z,0.0,UF,1700.0,True,True,False,79180.0,0.07918,True,2015-02,económico
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,6.52,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71074525,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,241239.99999999997,0.24123999999999998,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,3.9,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71074582,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,144300.0,0.1443,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,1.01,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71075843,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,37370.0,0.03737,False,2000-07,económico
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,7.03,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71077942,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,260110.0,0.26011,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,9.89,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71080541,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,365930.0,0.36593,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,5.76,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71081512,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,213120.0,0.21312,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,5.7,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71084538,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,210900.0,0.2109,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,6.66,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71087279,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,246420.0,0.24642,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,4.33,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71088765,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,160210.0,0.16021,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,5.35,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71089200,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,197950.0,0.19795,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,4.5,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71089433,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,166500.0,0.1665,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,8.25,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71089585,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,305250.0,0.30525,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,1.24,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71092065,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,45880.0,0.04588,False,2000-07,económico
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,3.67,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71094499,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,135790.0,0.13579,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,0.88,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71094528,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,32560.0,0.03256,False,2000-07,económico
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,4.9,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71100202,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,181300.0,0.1813,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,3.43,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71101478,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,126910.0,0.12691,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,6.12,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71103700,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,226440.0,0.22644,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,4.92,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71103743,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,182040.0,0.18204,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,6.78,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71103922,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,250860.0,0.25086,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,1.14,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71104788,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,42180.0,0.04218,False,2000-07,económico
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,4.02,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71110750,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,148739.99999999997,0.14873999999999998,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,3.84,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71111058,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,142080.0,0.14208,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,6.74,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71111327,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,249380.0,0.24938,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,6.92,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71113197,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,256040.0,0.25604,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,4.62,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71114811,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,170940.0,0.17094,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,4.95,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71115498,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,183150.0,0.18315,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,1.12,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71118427,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,41440.00000000001,0.041440000000000005,False,2000-07,económico
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,12.6,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71121401,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,466200.0,0.4662,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,3.36,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71121955,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,124320.0,0.12432,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,4.43,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71125077,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,163910.0,0.16391,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,2.13,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71125285,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,78810.0,0.07881,True,2000-07,económico
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,1.51,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71130395,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,55870.0,0.05587,False,2000-07,económico
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,3.28,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71132938,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,121360.0,0.12136,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,5.28,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71134690,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,195360.0,0.19536,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,10.98,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71134964,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,406260.0,0.40626,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,6.11,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71137773,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,226070.0,0.22607,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,2.39,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71137844,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,88430.0,0.08843,True,2000-07,económico
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,2.82,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71140832,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,104340.0,0.10434,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,1.16,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71140927,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,42920.0,0.04292,False,2000-07,económico
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,11.36,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71141667,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,420320.0,0.42032,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,4.63,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71141720,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,171310.0,0.17131,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,6.67,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71142894,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,246790.0,0.24679,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,4.5,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71143974,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,166500.0,0.1665,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,4.16,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71146794,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,153920.0,0.15392,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,8.43,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71147714,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,311910.0,0.31191,True,2000-07,caro
TE/27,LIBRE ELECCIÓN,INDIVIDUAL,COBERTURA GENERAL PARA PARTO U HONORARIOS MÉDICOS,6,No Comercializado,4.91,NO TIENE COPAGO FIJO,PESOS,SIN GRUPO,SIN GRUPO OBJETIVO ESPECÍFICO,Nacional,2000-07-01,2020-07-01,TE/27-71148571,107,CONTINUO,4.5,SIN TOPE,0.0,True,True,False,181670.0,0.18167,True,2000-07,caro
